0, 0.499954, -0.0100001, 1, 0.00999994, 0.99995, 0.00500007, -1, 0.00499985, 0.500004, 
103.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
103.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
103.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
103.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
103.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
103.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
103.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
103.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
103.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
104.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
105.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
106.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
107.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
108.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
109.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
110.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
111.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
112.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
113.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
114.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
115.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
116.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
117.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
118.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
119.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
120.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
121.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
122.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
123.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
124.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
125.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
126.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
127.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
128.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
129.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
130.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
131.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
132.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
133.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
134.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135.4, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135.5, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135.6, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135.7, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135.8, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
135.9, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
136, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
136.1, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
136.2, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
136.3, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
